date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:54:34	123492/123492	---M--	200	added ('OK')	text/css	etag:%22640ee3c9-1e264%22	https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/css/app6a4d.css	(from https://www.citystorage.at/)
19:54:35	7753/7753	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Mar%202023%2014:54:35%20GMT	https://www.citystorage.at/wp-json/wp/v2/pages/481	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-json/wp/v2/pages/481.json	(from https://www.citystorage.at/)
19:54:35	795/795	---M--	403	error ('Forbidden')	text/html	etag:%2231b-594650a849024%22	https://www.citystorage.at/xmlrpc.php?rsd	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/xmlrpc0db0.php	(from https://www.citystorage.at/)
19:54:35	1045/1045	---M--	200	added ('OK')	application/xml	etag:%2252a8b3a8-415%22	https://www.citystorage.at/wp-includes/wlwmanifest.xml	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-includes/wlwmanifest.xml	(from https://www.citystorage.at/)
19:54:37	2735/2735	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Mar%202023%2014:54:37%20GMT	https://www.citystorage.at/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.citystorage.at%2F	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-json/oembed/1.0/embed102b.json	(from https://www.citystorage.at/)
19:54:38	202465/202465	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Mar%202023%2014:54:35%20GMT	https://www.citystorage.at/wp-json/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-json/index.html	(from https://www.citystorage.at/)
19:54:39	2857/2857	---M-Z	200	added ('OK')	text/xml	date:Sat,%2018%20Mar%202023%2014:54:39%20GMT	https://www.citystorage.at/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.citystorage.at%2F&format=xml	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-json/oembed/1.0/embedabe5	(from https://www.citystorage.at/)
19:54:39	1457/1457	---M--	200	added ('OK')	image/png	etag:%22604f69a4-5b1%22	https://www.citystorage.at/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1-32x32.png	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1-32x32.png	(from https://www.citystorage.at/)
19:54:39	12565/12565	---M--	200	added ('OK')	image/png	etag:%22604f69a4-3115%22	https://www.citystorage.at/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1-192x192.png	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1-192x192.png	(from https://www.citystorage.at/)
19:54:40	11492/11492	---M--	200	added ('OK')	image/png	etag:%22604f69a4-2ce4%22	https://www.citystorage.at/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1-180x180.png	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1-180x180.png	(from https://www.citystorage.at/)
19:54:40	4731/4731	---M--	200	added ('OK')	image/svg+xml	etag:%225d84c0e9-127b%22	https://www.citystorage.at/wp-content/uploads/2019/09/citystorage-logo.svg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/uploads/2019/09/citystorage-logo.svg	(from https://www.citystorage.at/)
19:54:41	23671/23671	---M--	200	added ('OK')	image/png	etag:%225db2f3b6-5c77%22	https://www.citystorage.at/wp-content/uploads/2019/10/illustration-lagerstduschon-1-blau-720x720.png	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/uploads/2019/10/illustration-lagerstduschon-1-blau-720x720.png	(from https://www.citystorage.at/)
19:54:42	47320/47320	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:42%20GMT	https://www.citystorage.at/standorte/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/index.html	(from https://www.citystorage.at/)
19:54:42	33530/33530	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:43%20GMT	https://www.citystorage.at/ueber-uns/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/ueber-uns/index.html	(from https://www.citystorage.at/)
19:54:54	585220/585220	---M--	200	added ('OK')	image/jpeg	etag:%2263eca0c9-8ee04%22	https://www.citystorage.at/wp-content/uploads/2023/02/citystorage_video_poster.jpg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/uploads/2023/02/citystorage_video_poster.jpg	(from https://www.citystorage.at/)
19:54:54	39861/39861	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:44%20GMT	https://www.citystorage.at/so-funktionierts/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/so-funktionierts/index.html	(from https://www.citystorage.at/)
19:54:54	30573/30573	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:44%20GMT	https://www.citystorage.at/kontakt/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/kontakt/index.html	(from https://www.citystorage.at/)
19:54:55	673/673	---M--	200	added ('OK')	image/svg+xml	etag:%222a1-5f4b9f27fc78d%22	https://www.citystorage.at/wp-content/themes/functn/assets/svg/icon-play.svg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/svg/icon-play.svg	(from https://www.citystorage.at/)
19:54:56	50794/50794	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:56%20GMT	https://www.citystorage.at/datenschutzerklaerung/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/datenschutzerklaerung/index.html	(from https://www.citystorage.at/)
19:54:57	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%225d9b09f2-ad36%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/vendor/owl.carousel.min.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/vendor/owl.carousel.min6a4d.js	(from https://www.citystorage.at/)
19:54:57	29675/29675	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:57%20GMT	https://www.citystorage.at/impressum/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/impressum/index.html	(from https://www.citystorage.at/)
19:54:57	46012/46012	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:57%20GMT	https://www.citystorage.at/agb/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/agb/index.html	(from https://www.citystorage.at/)
19:54:58	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%225d9b0a82-4ef8%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/vendor/jquery.magnific-popup.min.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/vendor/jquery.magnific-popup.min6a4d.js	(from https://www.citystorage.at/)
19:54:59	101559/101559	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:54:59%20GMT	https://www.citystorage.at/standorte/laurenzgasse-11-1050-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/laurenzgasse-11-1050-wien/index.html	(from https://www.citystorage.at/)
19:54:59	97293/97293	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:00%20GMT	https://www.citystorage.at/standorte/dammstrasse-38-1200-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/dammstrasse-38-1200-wien/index.html	(from https://www.citystorage.at/)
19:55:00	12211/12211	---M--	200	added ('OK')	application/javascript	etag:%225d9f000a-2fb3%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/map.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/map6a4d.js	(from https://www.citystorage.at/)
19:55:00	85135/85135	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:00%20GMT	https://www.citystorage.at/standorte/fasangasse-50-1030-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/fasangasse-50-1030-wien/index.html	(from https://www.citystorage.at/)
19:55:00	5812/5812	---M--	200	added ('OK')	application/javascript	etag:%22640ee2fb-16b4%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/app.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/app6a4d.js	(from https://www.citystorage.at/)
19:55:02	132926/132926	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:02%20GMT	https://www.citystorage.at/standorte/florianigasse-58-1080-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/florianigasse-58-1080-wien/index.html	(from https://www.citystorage.at/)
19:55:02	4323/4323	---M--	200	added ('OK')	application/javascript	etag:%225d9b3109-10e3%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/location.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/location6a4d.js	(from https://www.citystorage.at/)
19:55:02	116919/116919	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:02%20GMT	https://www.citystorage.at/standorte/wickenburggasse-14-1080-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/wickenburggasse-14-1080-wien/index.html	(from https://www.citystorage.at/)
19:55:03	4208/4208	---M--	200	added ('OK')	application/javascript	etag:%22604879e1-1070%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/booking.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/booking6a4d.js	(from https://www.citystorage.at/)
19:55:03	134977/134977	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:03%20GMT	https://www.citystorage.at/standorte/kleistgasse-7-1030-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/kleistgasse-7-1030-wien/index.html	(from https://www.citystorage.at/)
19:55:03	2245/2245	---M--	200	added ('OK')	application/javascript	etag:%225d9b09f0-8c5%22	https://www.citystorage.at/wp-content/themes/functn/assets/js/locations.js?ver=6.1.1	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/js/locations6a4d.js	(from https://www.citystorage.at/)
19:55:06	74311/74311	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:04%20GMT	https://www.citystorage.at/standorte/aichholzgasse-31-1120-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/aichholzgasse-31-1120-wien/index.html	(from https://www.citystorage.at/)
19:55:06	83477/83477	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:05%20GMT	https://www.citystorage.at/standorte/liechtensteinstrasse-56-1090-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/liechtensteinstrasse-56-1090-wien/index.html	(from https://www.citystorage.at/)
19:55:06	79602/79602	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:05%20GMT	https://www.citystorage.at/standorte/weisgerberlande-58-1030-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/weisgerberlande-58-1030-wien/index.html	(from https://www.citystorage.at/)
19:55:08	81677/81677	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:08%20GMT	https://www.citystorage.at/standorte/weisgerberlande-42-1030-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/weisgerberlande-42-1030-wien/index.html	(from https://www.citystorage.at/)
19:55:09	111104/111104	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:09%20GMT	https://www.citystorage.at/standorte/gilmgasse-6-1170-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/gilmgasse-6-1170-wien/index.html	(from https://www.citystorage.at/)
19:55:09	101751/101751	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:09%20GMT	https://www.citystorage.at/standorte/vogelsanggasse-31-1050-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/vogelsanggasse-31-1050-wien/index.html	(from https://www.citystorage.at/)
19:55:12	76763/76763	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:11%20GMT	https://www.citystorage.at/standorte/gurkgasse-17-1140-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/gurkgasse-17-1140-wien/index.html	(from https://www.citystorage.at/)
19:55:12	85191/85191	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:12%20GMT	https://www.citystorage.at/standorte/selzergasse-20-22-1150-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/selzergasse-20-22-1150-wien/index.html	(from https://www.citystorage.at/)
19:55:13	68877/68877	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:11%20GMT	https://www.citystorage.at/standorte/lutzowgasse-18-1140-wien/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/lutzowgasse-18-1140-wien/index.html	(from https://www.citystorage.at/)
19:55:14	26574/26574	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Mar%202023%2014:55:14%20GMT	https://www.citystorage.at/wp-content/themes/functn/assets/css/owl.video.play.png	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/css/owl.video.play.png	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:16	174564/174564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9b2e75-2a9e4%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.eot	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.eot	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:16	80304/80304	---M--	200	added ('OK')	application/font-woff	etag:%225d9b2e75-139b0%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.woff	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.woff	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:17	174564/174564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9b2e75-2a9e4%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.eot?	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regulard41d.eot	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:18	174368/174368	---M--	200	added ('OK')	application/font-sfnt	etag:%225d9b2e75-2a920%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.ttf	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.ttf	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:19	183972/183972	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9b2e72-2cea4%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.eot	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.eot	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:19	279611/279611	---M--	200	added ('OK')	image/svg+xml	etag:%225d9b2e75-4443b%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.svg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Regular.svg	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:19	183972/183972	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d9b2e72-2cea4%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.eot?	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Mediumd41d.eot	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:20	82980/82980	---M--	200	added ('OK')	application/font-woff	etag:%225d9b2e73-14424%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.woff	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.woff	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:21	183780/183780	---M--	200	added ('OK')	application/font-sfnt	etag:%225d9b2e73-2cde4%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.ttf	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.ttf	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:21	48945/48945	---M--	200	added ('OK')	application/font-woff	etag:%225da49222-bf31%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/DrukText-Medium.woff	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/DrukText-Medium.woff	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:22	279117/279117	---M--	200	added ('OK')	image/svg+xml	etag:%225d9b2e73-4424d%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.svg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/Roboto-Medium.svg	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:22	195292/195292	---M--	200	added ('OK')	application/font-sfnt	etag:%225d9b09f1-2fadc%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/DrukText-Medium.otf	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/DrukText-Medium.otf	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:22	37093/37093	---M--	200	added ('OK')	font/woff2	etag:%225da49222-90e5%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/DrukText-Medium.woff2	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/DrukText-Medium.woff2	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:22	152/152	---M--	200	added ('OK')	image/svg+xml	etag:%2298-59460a49bd2c0%22	https://www.citystorage.at/wp-content/themes/functn/assets/svg/icon-arrow_drop_down.svg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/svg/icon-arrow_drop_down.svg	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:22	60840/60840	---M--	200	added ('OK')	font/woff2	etag:%2263724fd3-eda8%22	https://www.citystorage.at/wp-content/themes/functn/assets/fonts/material-icons.woff2	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/fonts/material-icons.woff2	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:23	188/188	---M--	200	added ('OK')	image/svg+xml	etag:%22bc-5944ef406ce80%22	https://www.citystorage.at/wp-content/themes/functn/assets/svg/icon-done.svg	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-content/themes/functn/assets/svg/icon-done.svg	(from https://www.citystorage.at/wp-content/themes/functn/assets/css/app.css?ver=6.1.1)
19:55:26	6432/6432	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Mar%202023%2014:55:25%20GMT	https://www.citystorage.at/wp-json/wp/v2/pages/528	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-json/wp/v2/pages/528.json	(from https://www.citystorage.at/ueber-uns/)
19:55:26	47373/47373	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2014:55:25%20GMT	https://www.citystorage.at/standorte/page/2/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/page/2/index.html	(from https://www.citystorage.at/standorte/)
19:55:26	10519/10519	---M-Z	200	added ('OK')	application/rss+xml	etag:%22cf0ce32111fd52c500af41763fbb6f27-gzip%22	https://www.citystorage.at/standorte/feed/	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/standorte/feed/index.html	(from https://www.citystorage.at/standorte/)
19:55:28	2578/2578	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Mar%202023%2014:55:28%20GMT	https://www.citystorage.at/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.citystorage.at%2Fueber-uns%2F	C:/Users/Asmat%20khan/Downloads/fiverr-project/www.citystorage.at/wp-json/oembed/1.0/embedfa7e.json	(from https://www.citystorage.at/ueber-uns/)
